LeagueIndex,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed,DummyMain,>20?
4,8,200,143.5698,0.004705988,0.000358552,2,0,0.000537827,0.002689136,46.6891,70.1333,8.2917,18,0.0007171,4,0,0.00044819,0,0
2,10,100,58.08,0.000649169,0.000109859,5,3.99E-05,0.000399489,0.001977469,40.934,94.1818,5.1515,16,0.00065916,8,0,4.99E-05,1,0
4,30,1000,88.7544,0.002193437,0.000276339,5,0,0.000310881,0.003782383,48.7339,53.9361,3.863,28,0.0013126,6,0,0,0,0
4,6,500,132.33,0.005181531,0.000692054,5,0.000257302,3.55E-05,0.003753061,31.0995,56.9078,5.3475,18,0.0011091,6,0,0,0,0
4,6,500,115.1304,0.002664975,0.000465313,4,4.23E-05,0.000571066,0.00321489,32.4356,65.8289,6.1809,25,0.00097293,8,0,0,0,0
2,24,120,69.8448,0.00206632,0.00023509,4,1.24E-05,8.66E-05,0.002425142,49.3949,83.2653,4.7551,20,0.00085375,6,0,0,0,1
4,42,1600,54.8208,0.001909819,0.000372648,5,0,0,0.002631824,50.4643,69.6637,3.2743,19,0.00088504,6,0,0,1,1
2,10,100,57.9918,0,1.57E-05,1,0,3.13E-05,0.002225845,71.0355,89.4366,4.9507,10,0.0004389,5,0,0,1,0
3,6,200,226.6554,0.007800978,0.000291081,1,0,0.000446325,0.004230381,23.2442,37.8532,8.1284,24,0.0018823,6,0,0,1,1
6,8,900,116.0304,0.008108108,0.000638551,8,0.00010395,0.000519751,0.003519454,29.661,57.3333,4,19,0.001292,6,0,0.00028215,1,1
1,4,50,43.2744,0.000824336,0.000196965,5,0,6.57E-05,0.002626204,67.532,103.3,2.9083,16,0.00022615,9,0,0,0,1
2,28,450,50.9904,0.00014795,6.09E-05,6,0,0.000243682,0.002497737,57.9441,87.0941,3.9652,22,0.00056569,8,0,4.35E-05,1,0
4,6,800,111.6,0.00176418,0.000357302,1,0,0.000669942,0.002679768,39.5294,54.9,7.1917,10,0.0016079,5,0,0,0,0
4,6,500,99.8886,0.002874818,0.000391194,8,9.10E-06,0.000100073,0.004093887,53.9777,58.2133,3.9889,34,0.00092795,9,0.000154658,0.00012737,1,0
5,28,800,152.031,0.004714959,0.00046078,2,0,6.43E-05,0.004436348,39.5545,47.2464,5.3889,32,0.00099657,8,0,0,0,0
1,12,200,41.586,0.001057703,0.000168877,5,0.000195542,4.44E-05,0.001724322,130.2176,122.0206,4.0825,25,0.00062218,5,0,0,1,1
3,12,400,75.5628,0.001762154,0.000105428,2,0.000180734,6.78E-05,0.003486656,47.3247,78.514,3.6393,26,0.00062504,4,0,0,0,0
5,12,600,138.123,0.006268862,0.000355051,1,2.22E-05,0.000399432,0.003417362,56.2085,61.8571,5.8214,28,0.0014091,7,0.000221907,0.00028848,0,0
5,24,170,165.8508,0.005610889,0.000462667,5,8.41E-06,0.00118611,0.003642451,24.5093,49.7182,7.2009,31,0.0011861,8,0.00067297,0.00067297,0,0
6,8,350,128.784,0.001628423,0.000351591,4,0,0.000240563,0.004163583,15.6607,43.7689,5.48,12,0.00085122,3,0,0,1,1
4,12,850,107.1156,0.003967809,0.000448657,7,2.80E-05,0.000210308,0.003841624,50.4322,59.5474,4.3139,30,0.001388,7,0.000182267,5.61E-05,0,1
4,16,250,123.7164,0.008097981,0.000681283,3,0,9.29E-05,0.004335439,38.0645,57.4857,3.5357,21,0.00091354,6,0.000139353,7.74E-05,0,1
6,42,1440,158.241,0.006968366,0.000434535,5,0.000537244,0.000884872,0.004345353,30.7614,40.7345,5.5164,29,0.00098758,8,0,0,0,0
2,14,150,67.5534,0.001587417,0.000536387,6,1.45E-05,0.000108727,0.003312554,70.1754,79.4048,3.337,23,0.00065236,9,0.000130473,5.07E-05,0,0
3,6,500,76.8132,0.000605237,0.000288651,4,5.59E-05,0.000297963,0.002588551,36.4477,80.9784,5.4928,18,0.00059593,7,0,6.52E-05,0,1
4,8,700,64.2222,0.000527173,0.000239624,5,0,7.19E-05,0.002228506,26.6087,69.6774,5.129,13,0.00062302,4,0,0,0,0
7,28,500,201.2946,0.011938755,0.000664632,9,0.000726172,0.000356932,0.005058586,19.2195,37.7324,5.1436,31,0.0010093,6,0,0,1,0
1,8,75,75.6618,0.00075785,7.41E-05,3,0,8.24E-05,0.003105539,72.2234,76.7321,4.122,24,0.00043659,5,0,0,0,0
3,12,500,73.7952,0.000833819,7.94E-05,2,7.94E-05,0.000105882,0.002355869,81.6949,90.8315,5.0787,16,0.00075441,7,0,0,1,1
2,28,270,57.201,0.001434034,0.000273149,1,0,2.28E-05,0.002754257,81.6266,90.0496,3.4132,17,0.00047801,5,0,0,0,0
2,4,100,37.2786,0.001599618,0.000239023,5,3.68E-05,0.000147091,0.001709936,78.3043,130.3226,3.3118,15,0.0006803,6,0,0,1,1
4,12,300,156.7194,0.007055486,0.000598703,5,3.68E-05,0.000350011,0.005019895,38.375,43.6037,4.4367,26,0.00074608,7,0,0,0,0
4,6,50,89.6142,0.001574704,0.000350934,7,0.000134975,0.000404924,0.003059425,73.6047,72.3647,5.1941,31,0.0012688,7,0,9.00E-06,0,0
4,14,200,131.556,0.015252694,0.000550159,2,3.79E-05,0.000663985,0.002731826,54.9371,79.6111,3.5694,14,0.00060707,7,0,5.69E-05,0,1
6,6,600,106.7598,0.004961425,0.000494874,5,3.81E-05,0.000571008,0.003032687,37.8655,67.5649,5.1883,23,0.001142,9,0,0.00045681,1,0
5,14,730,63.744,0.00108384,0.000187752,2,2.56E-05,0.00010241,0.002133543,56.0803,103.376,5.46,27,0.00052058,7,4.27E-05,2.56E-05,0,1
2,8,300,69.9618,0.000555603,7.12E-05,0,7.12E-06,0.000156709,0.00217255,74.0263,101.6131,6.1934,25,0.00037753,6,0,0,0,1
4,16,700,136.9578,0.008836373,0.000436681,5,2.57E-05,0.000244028,0.003968662,48.6883,58.8997,4.2524,24,0.00083483,6,0,0.00068071,1,0
6,28,2000,191.1366,0.006193151,0.000439292,5,8.61E-06,6.89E-05,0.004556574,24.1742,36.0076,6.3043,26,0.00072354,7,0,0.0005685,0,0
4,10,200,60.2832,0.001666316,0.000333263,3,0,7.02E-05,0.002981828,36.6154,76.7529,3.2412,12,0.00089455,6,0,0,0,0
4,10,150,182.9292,0.005891838,0.000513875,7,2.66E-05,1.77E-05,0.004553992,27.4074,44.3191,6.3035,27,0.0010543,9,0.000301237,0.00054045,1,0
4,6,300,112.2684,0.000661192,0.000104399,2,1.74E-05,0.000330596,0.003584354,35.961,56.0388,5.4272,18,0.0010962,5,0,0,1,1
4,12,700,62.9658,0.000625594,0.000134622,7,0.000102946,0.000562243,0.002439024,39.8306,91.1688,4.7045,24,0.00049889,6,0,0,1,1
5,20,1000,165.198,0.004167428,0.000216935,2,0.000125594,0.001758312,0.002934326,23.1719,56.6693,9.4514,22,0.0011874,6,0,0,1,1
3,28,500,116.5722,0.003454711,0.000441295,2,0.000138693,5.04E-05,0.002925156,34.2338,75.0517,6.5129,25,0.0013239,6,0,0,1,0
5,6,150,99.8502,0.002779962,0.000421206,6,7.49E-05,0.000205923,0.004221424,35.5822,56.3016,3.9313,32,0.00079561,10,0.000168483,0.0001872,1,1
3,8,650,32.4942,0.000662565,0.000118315,3,0,7.10E-05,0.001443445,122.8,150.2951,3.8033,12,0.00054425,3,0,0,1,1
5,20,1000,172.3968,0.010275416,0.000421556,5,5.27E-05,0.000456685,0.004180426,42.9873,56.4202,5.1681,28,0.0024942,5,0,0,1,0
7,42,2000,210.2112,0.008201312,0.001220195,6,0.000240038,0.000860138,0.005580893,18.3597,34.0358,5.4122,24,0.0028205,6,0,4.00E-05,1,0
6,36,1800,198.0822,0.014125323,0.00079486,8,0.000331192,0.000264953,0.004885077,18.5714,43.6068,4.7458,27,0.00099357,7,0,0.00019871,0,0
3,28,700,116.5002,0.002055978,0.000285073,2,8.64E-06,0.000509675,0.003472702,38.1347,54.2388,6.0697,29,0.00097616,10,8.64E-06,2.59E-05,0,0
6,28,700,137.1354,0.002538995,0.00103476,10,0.000239528,0.000536542,0.004340245,31.2566,46.1457,5.3863,26,0.00095811,6,0,0.00036408,0,0
6,24,750,154.6464,0.004512386,0.000468122,6,0.000138134,0.000521841,0.005348866,28.7874,42.8694,4.6786,27,0.0012893,9,0.000445099,0.00089787,0,1
5,2,200,204.876,0.014143953,0.000499388,7,5.64E-05,0.000273858,0.004115922,44.1882,46.6145,6.0215,45,0.00086185,7,0.000289967,0.00048328,1,0
6,16,1200,132.243,0.003749881,0.00057323,2,0.000214961,0.000812076,0.003988727,35.8919,51.988,5.7036,29,0.0017555,6,0,0,1,1
3,12,800,72.144,0.001557292,0.000378801,5,8.42E-06,1.68E-05,0.003005152,69.9775,81.6583,4.0112,28,0.0011953,6,0,0,1,1
6,42,2000,89.2776,0.00306616,0.000464243,5,0.000161945,0.000183538,0.003605977,43.6517,65.2455,3.9401,24,0.0008745,7,0,0.00032389,0,1
6,28,731,237.219,0.021560237,0.00082291,6,0.000164582,0.000630898,0.00422427,28.9673,50.7532,5.2922,14,0.00076805,5,0,0,0,1
6,12,1000,80.8512,0.001026119,0.000326493,7,0.000163246,0.000757929,0.00339319,31.8759,65.5258,4.1443,23,0.0010728,6,0,0,0,1
4,12,750,107.0676,0.000811256,0.000363249,1,8.48E-05,0.000508549,0.00376568,30.8,50.7524,5.1383,25,0.00055698,6,0,0,1,1
6,24,1200,208.9446,0.017720652,0.000288434,6,0,0.000162244,0.004614941,37.1922,47.1406,4.5859,20,0.0012619,6,1.80E-05,1.80E-05,0,1
4,12,1080,80.1648,0.000673667,8.13E-05,4,5.81E-05,0.000209069,0.002508827,48.2419,77.6296,5.7083,11,0.0010337,5,0,0,1,0
5,28,1000,56.41026,7.92E-05,4.75E-05,1,3.17E-05,0.000633352,0.002343404,68.6531,75.3784,4.5338,19,0.00041168,4,0,0,1,1
5,8,600,99.0798,0.001323807,0.000145075,5,6.35E-05,0.000226679,0.004633324,43.0824,51.8904,3.7965,27,0.0006891,8,0.000226679,0.00061657,0,1
4,4,300,68.5464,0.001163719,0.000390677,5,0.000174558,0.000299242,0.00350778,47.3349,67.4787,3.3602,36,0.00062342,9,0,0.000133,1,1
4,10,700,147.2856,0.004991874,0.000529661,9,1.45E-05,0,0.004077664,23.9216,45.9715,5.7776,45,0.00056594,6,0,0,0,1
3,12,350,75.8286,0.002453721,0.000295068,1,0.000108709,0.000124239,0.0025469,40.589,77.3659,4.6768,17,0.00085414,4,0,0,1,1
2,20,150,97.8126,0.000568284,0.000149548,5,0,0,0.0032452,34.1667,69.659,5.4885,18,0.00071783,5,0,0,0,0
6,28,1000,214.6182,0.01814484,0.000701866,9,9.57E-05,5.58E-05,0.004562131,35.5727,39.6713,4.9808,25,0.00070187,8,0.000287127,0.00039081,1,0
4,10,1000,141.7512,0.008679251,0.000285551,6,7.51E-06,0.000578617,0.004215636,40.7214,54.7094,4.2799,34,0.00072891,6,0,0,1,0
4,18,350,85.7778,0.001893545,0.000364811,0,0.000104232,0.000104232,0.002831631,47.9753,72.9325,5.0307,13,0.00078174,7,0,0,0,0
4,6,400,75.3714,0.000421159,7.22E-05,2,0,7.22E-05,0.003345206,37.704,61.223,4.1691,14,0.00063776,6,0,0.00015643,1,1
5,24,1000,89.0364,0.001910628,0.000359648,4,2.25E-05,0.000539471,0.002315231,56.4314,70.0971,6.7184,13,0.002068,5,0,0,0,1
1,16,140,85.08,0.000675322,0.000152492,0,0,0.00052283,0.001829906,28.8675,79.8571,8.0833,13,0.00037034,4,0,0,1,0
4,18,600,93.306,0.002036162,0.000513113,2,0.000309497,8.96E-05,0.00313569,32.7292,59.4597,5.1273,28,0.00061085,6,0,0.00041538,1,0
3,10,180,88.8012,0.003282579,0.000246579,5,0.000138701,0.000354457,0.003452102,72.1973,60.5,3.7232,14,0.0011558,8,0,0,1,1
4,24,600,103.5588,0.000215548,0.000197586,4,3.59E-05,0.000287398,0.003323035,29.6739,50.9622,5.8324,14,0.00080831,5,0,0,0,1
6,6,300,127.2174,0.002331791,0.000480598,6,0.000355999,0.000320399,0.005820577,16.9571,37.9083,3.737,16,0.0007654,8,0,0,0,1
7,14,750,166.5456,0.006803521,0.000361175,6,0.000764346,0.000604757,0.004065314,18.4845,49.2562,6.1219,26,0.00066355,7,0,0,0,1
4,28,550,152.8224,0.004376475,0.000442565,5,0.000196696,0.001565369,0.004015867,48.0736,46.7673,6.0347,29,0.002303,8,0,8.20E-05,0,1
2,8,500,62.988,0.001341331,0.000226067,5,0.000286352,0.000120569,0.003044369,68.4577,79.8218,3.1931,20,0.00085905,6,0,0,1,1
4,4,100,94.1214,0.00140665,0.000429302,8,0.000109609,0.000337961,0.003562295,33.2853,57.1179,4.4744,21,0.00055718,5,0,1.83E-05,1,1
5,10,600,151.698,0.002555897,0.000509102,4,1.04E-05,0.001132491,0.00475854,35.3348,44.7686,4.9105,30,0.001226,8,0,0,0,1
4,16,1000,91.8636,0.001589147,0.000581395,10,9.69E-06,0.000164729,0.003517442,50.9392,69.0358,4.5455,33,0.00045543,6,0,0,1,1
4,12,750,120.072,0.007979154,0.000445537,5,5.40E-05,0.000472539,0.002889237,43.6056,71.2523,5.3178,20,0.00086407,7,0,9.45E-05,1,0
5,16,250,106.1196,0.001762483,0.000223962,4,0.000379762,0.000282387,0.003369167,36.6377,62.763,5.5809,21,0.0012756,8,0.000321337,0.00045766,1,1
5,14,1000,157.6254,0.003526276,0.000283046,3,5.90E-05,1.18E-05,0.004316445,25.2712,40.1202,6.0109,18,0.0011204,5,0,0,0,1
5,12,400,103.3308,0.0023519,0.000256148,7,6.21E-05,9.31E-05,0.004036264,34.0501,55.2308,4.3077,29,0.00076844,7,0.000108669,4.66E-05,1,0
6,42,500,126.4032,0.003680291,0.000519571,6,7.22E-05,0.000721626,0.003449371,20.1849,53.2887,5.9372,16,0.00079379,9,0,0.00012989,1,0
6,20,700,144.0126,0.002989359,0.000364044,8,0.000140017,0.000406049,0.005432652,23.7419,42.5052,4.4446,31,0.0015542,9,0,0.00021703,0,1
2,14,1260,49.1904,0.001101367,0.000418111,5,0,4.08E-05,0.003049154,51.7047,79.2375,2.786,22,0.00040791,6,0,7.14E-05,1,1
4,10,600,76.7946,0.001259505,0.00022158,0,0.000128283,0.000431497,0.002122499,73.6575,95.0769,6.6154,20,0.0013178,6,0.000116621,4.66E-05,0,1
3,10,100,63.9612,0.001735808,0.0005131,4,3.28E-05,0.000414847,0.00279476,60.3137,74.375,3.8984,21,0.0006441,8,0.000152838,0.00028384,1,0
5,42,1260,131.0556,0.0083446,0.000338009,6,0.000169005,0.000507014,0.002830826,47.0075,68.8955,5.8955,12,0.00084502,5,0,0,0,1
6,28,700,177.2844,0.004089596,0.000787904,6,4.69E-05,0.000215736,0.004174014,18.973,40.3236,7.0225,26,0.00062845,8,4.69E-05,8.44E-05,1,0
4,8,100,56.286,0,7.60E-05,3,0,0.000258406,0.002553657,51.6647,68.0952,4.1607,25,0.00047121,7,0,6.08E-05,0,0
3,28,727,97.5852,0.000466669,0.000103704,5,2.07E-05,0.000217779,0.003681503,38.5876,61.0141,4.8028,19,0.00032148,8,0,0,1,0
4,20,300,135.4632,0.009309513,0.000263832,4,1.88E-05,0.000320368,0.003561737,43.5957,51.7672,4.3915,12,0.00065958,3,0,0,0,0
5,10,2400,96.9942,0.004081391,0.000473205,5,0.000768958,0.000975985,0.002883592,25.7938,73.0667,5.0462,17,0.00094641,8,0.000147877,0.00016266,0,1
3,20,100,94.0512,0.001229057,0.000304806,0,4.92E-05,0.000363801,0.003785495,50.6354,61.787,4.5481,31,0.00076693,8,0.000186817,0.0003638,0,1
4,2,200,115.7082,0.001453544,0.00023907,5,0.000133879,0.001730865,0.002362009,33.1382,90.9798,8.668,28,0.00094672,7,0,0,0,1
5,20,600,129.7074,0.003026387,0.000374048,3,1.13E-05,0.001110809,0.003808488,35.2239,55.6667,6.128,27,0.0013375,10,6.80E-05,3.40E-05,1,1
4,4,80,86.5278,0.001463201,0.000472372,5,5.76E-05,0.00126734,0.002960966,43.1719,85.0739,4.9883,24,0.00072584,4,0,0,0,0
4,4,200,129.639,0.002553563,0.000638391,2,0.000171276,0.000435974,0.003690209,17.7966,49.6709,5.9198,15,0.00057611,6,0.000155705,0.00018685,0,1
4,14,1000,76.0746,0.002270646,9.16E-05,1,0.000265519,0.000137338,0.002032595,58.6968,97.9459,6.2838,26,0.001529,8,0,9.16E-06,1,1
7,98,700,236.0316,0.015663584,0.001014942,10,0.000366216,0.001632277,0.006487256,18.7787,29.9871,4.3371,25,0.0015067,8,0,0,0,0
5,6,400,156.7806,0.00301093,0.000525882,6,0.000164983,0.00058775,0.003619303,25.8286,48.114,7.2991,24,0.0019489,6,0.000474325,0.00024747,0,0
3,14,700,94.4676,0.001606135,6.50E-05,3,0,3.71E-05,0.002924465,47.7197,70.2984,5.3651,17,0.00034351,8,0,0,0,0
4,8,400,74.1366,0.000421992,0.000281328,3,6.03E-05,0.000261233,0.00202958,41.04,80,6.7228,14,0.0022506,7,0,8.04E-05,0,0
6,20,750,118.581,0.002039837,0.000227982,0,0,0.00062395,0.00399568,30.0843,48.8048,5.03,23,0.0013919,7,9.60E-05,0.00017999,0,0
6,28,1200,155.2206,0.004456706,0.000377287,7,0,0.000400868,0.004079419,31.3953,46.3815,5.9595,11,0.0016978,6,0,4.72E-05,0,0
4,6,150,103.5516,0.000346242,0.00013317,4,7.99E-05,0.000306291,0.002756619,39.0874,69.372,6.7681,18,0.0010121,5,0,2.66E-05,0,0
6,20,1500,118.9902,0.003060283,0.000440178,2,0.000125765,0.000272491,0.001404377,32.7879,87.6418,14.3433,11,0.0019284,5,0,0,0,1
4,6,250,95.5632,0.001739698,0.000244645,5,0,0.000176688,0.003071654,43.0044,59.115,5.2699,25,0.00066598,6,8.15E-05,8.15E-05,0,0
5,28,800,138.0186,0.005173946,0.000380904,6,0.000253936,0.000380904,0.002793296,25.3793,53.5909,7.3864,15,0.0021267,4,0,0,1,1
1,6,20,43.1352,0.000242332,6.06E-05,3,0,0.000112511,0.002925293,79.3709,67.0059,2.716,33,0.0005539,8,5.19E-05,1.73E-05,1,1
3,2,600,92.4972,0.001852879,0.000277302,4,1.26E-05,0.000478976,0.002747807,30.7465,71.3761,5.9037,27,0.00079409,7,3.78E-05,0.00013865,1,0
3,6,138,100.9926,0.001775241,0.000460248,3,0.000374773,0.000578597,0.003228309,39.551,55.6253,5.4929,25,0.0016174,10,0,6.58E-06,1,1
6,14,700,157.3128,0.005253809,0.000631313,4,4.28E-05,0.000588512,0.004911402,36.6026,40.9499,4.8497,45,0.0023968,9,0.000160503,0.00068481,1,0
2,2,20,45.4902,0.001940436,0.000572728,5,2.56E-05,0.000128223,0.002701224,82.5651,95.2152,2.5222,19,0.0007266,6,0,8.55E-06,0,1
3,8,45,100.8924,0.000639738,0.000202449,5,8.10E-06,5.67E-05,0.003919409,36.3478,58.9091,4.6178,25,0.00062354,7,3.24E-05,6.48E-05,0,1
2,12,350,54.8214,0.00019396,2.77E-05,2,0.000103907,0.000339429,0.002888612,58.2981,75.6163,3.4221,25,0.00035328,12,0,4.16E-05,1,0
6,6,500,149.6046,0.003661362,0.000232535,5,0.000105698,0.000511576,0.005623108,34.8292,41.5158,4.3955,35,0.001632,10,0.000283269,0.00096819,1,0
5,28,650,124.3494,0.002371998,4.27E-05,2,2.14E-05,0.000235063,0.003953329,22.2391,41.6865,5.1838,18,0.00070519,4,0,2.14E-05,1,0
5,12,400,100.0614,0.003256407,0.000530936,6,0.000106187,0.000672519,0.004088206,46.3652,55.4632,3.8182,16,0.0008672,6,0,0,0,1
3,8,225,61.974,6.42E-05,0.000240771,10,0,0.000176565,0.003113965,48.7668,69.0309,3.7113,18,0.00049759,5,0,0,1,1
6,12,400,130.2246,0.004955779,0.000787842,7,0.000381214,0.000381214,0.002871811,28.6071,52.885,7.0177,14,0.0015503,5,0,0,1,1
3,8,1000,188.1348,0.009725,0.000675,5,0.00015,0.000525,0.0027,31.2897,66.6667,9.6944,13,0.000875,5,0,0,0,1
6,140,1800,197.7774,0.006000932,0.000382861,4,0.000307954,0.001306722,0.004444518,29.9962,42.8764,7.0019,32,0.001365,11,5.83E-05,0.00034957,1,1
5,36,500,154.8198,0.002974271,0.000338535,9,3.22E-05,0.000314354,0.004360653,38.4519,49.915,6.1183,34,0.000935,10,0,1.61E-05,1,0
2,30,150,134.1606,0.013990836,0.000444154,1,0,2.34E-05,0.003237646,70.971,72.0722,3.5632,27,0.00085324,6,0,0,0,1
4,30,125,75.5628,0.001559652,0.000306673,4,3.50E-05,9.64E-05,0.0026812,41.6656,84.9542,5.219,22,0.0014808,5,0.000262863,0.00014019,0,1
5,10,600,158.205,0.0064372,0.00051215,0,0.000362037,0.000300226,0.003885278,43.0524,54.9909,5.8682,28,0.0031171,7,0,0,0,0
5,6,300,184.11,0.007162184,0.000649902,5,5.31E-05,0.000702955,0.005570587,23.3031,43.8857,4.7024,25,0.002268,7,0.000106106,0.00010611,0,0
5,20,500,60.1158,0.000494709,0.0002366,4,0,0.000215091,0.002064871,52.5895,88.7083,5.4375,11,0.0004732,4,0,0.00017207,0,1
5,10,1000,142.1496,0.003684879,0.000540025,7,5.56E-05,0.000317662,0.004780813,31.8469,47.8073,4.8505,51,0.0011436,9,0.000190597,0.00033355,1,1
6,36,1000,283.2756,0.018456762,0.001020584,8,0.000100621,0.000201242,0.006511615,21.2301,31.7439,5.2759,20,0.0027886,6,0.000215616,0.00047436,0,1
5,8,900,135.39,0.00379806,0.000292159,4,0.000720658,0.00091543,0.004567411,25.1624,48.5288,4.742,39,0.00083752,9,0,0.00060379,1,1
3,20,500,110.001,0.002020722,0.000477625,5,5.51E-05,9.19E-05,0.003471967,48.1064,67.4497,5.5979,22,0.0010838,5,0,0,1,0
4,2,50,99.8118,0.000621405,0.000248562,1,0.000106527,0.000426106,0.002308075,31.4419,67.1385,7.9231,17,0.0012073,6,0,0,0,1
4,20,450,95.4078,0.002180463,0.000277514,0,0,0.000515382,0.001982239,84.7347,80.4,8.12,10,0.0022201,5,0,0,0,1
3,8,400,85.959,0.001196409,0.000389364,1,1.42E-05,0.00043184,0.002414057,52.5412,90.5689,6.5249,20,0.0010619,8,0,7.08E-06,1,1
6,10,600,147.3372,0.004985112,0.000699269,4,0.000225571,0.000902283,0.005503925,40.2963,38.6885,3.8566,15,0.00065416,5,0,0,1,1
6,2,200,114.318,0.00280259,0.000929201,4,0.000149871,0.000434626,0.003956597,40.1673,42.7727,4.6667,26,0.00044961,5,0,0,0,0
4,4,100,88.701,0.001934959,0.000487805,3,1.63E-05,0.000341463,0.003284553,30.1294,60.4158,4.6436,20,0.00091057,6,0,0.00022764,1,1
2,10,120,47.9364,0.000335836,9.88E-05,3,3.95E-05,0.000355591,0.001817464,50.5055,75.8261,4.9674,14,0.00082971,5,0,0,1,1
4,6,300,122.2782,0.005250572,0.000790185,5,0,0.000166355,0.003982117,48.0419,50.8721,4.4595,21,0.0007486,6,0.000187149,0.00027033,1,1
4,6,500,89.5266,0.004458312,9.73E-05,8,0.000152057,0.000145975,0.002341678,20.3125,74.2026,5.4468,25,0.00049266,7,0,0,0,1
4,12,500,91.8138,0.001898267,0.000500932,5,0,0.000166977,0.003849264,31.2403,55.1872,4.0708,17,0.00047457,9,2.64E-05,3.52E-05,0,1
3,12,240,74.9742,0.000596751,0.00025025,2,0,0,0.002444752,38.0317,109.1024,5.622,18,0.0007315,4,0,0.00021175,0,0
1,2,60,100.0932,0.002155813,0.000191156,6,2.12E-05,0.000318593,0.00324965,53.377,66.7582,5.2092,31,0.00074338,7,7.43E-05,0.00035045,0,1
3,28,1000,91.0542,0.003161295,0.000755962,4,0,5.15E-05,0.003212838,37.2688,67.4652,4.4973,18,0.00048107,6,0,0.00032644,0,1
3,4,400,73.2168,0.001578561,0.000881057,2,3.67E-05,1.22E-05,0.002520803,34.7902,69.2621,4.8058,17,0.0005629,3,0,0,1,1
3,28,100,127.0134,0.003092858,0.000440552,8,0.000143854,0.000638351,0.004135798,43.7908,54.713,4.9283,35,0.0021308,7,0.00020679,0.00040459,0,0
2,24,500,83.487,0.000197006,3.28E-05,0,0,6.57E-05,0.00154321,53.1304,61.7872,9.5957,14,0.00078802,4,0,0,0,0
5,2,500,102.2502,0.004337554,0.000507586,2,0.000369154,0.000378382,0.004955886,36.209,48.7821,3.1099,23,0.00088597,7,0,0.00010152,1,1
3,10,200,76.125,0.002328848,0.00069311,6,4.62E-05,0.000323451,0.003114372,34.1667,75.6439,3.9377,26,0.00073932,8,0.000157105,0.0001109,0,0
2,8,95,90.5532,0.001695917,0.000328242,2,2.19E-05,0.000218828,0.002538404,39.4805,73.569,6.3534,23,0.0011707,6,0,0,0,1
4,20,500,75.207,0.0006661,0.00024093,6,0,0.000680272,0.003160431,49.7117,66.278,4.3094,22,0.000822,7,0,5.67E-05,0,0
6,8,250,149.5446,0.007051885,0.00034191,5,0.000256432,0.000256432,0.002329259,30.7778,47.6697,9.1376,16,0.00064108,5,0,0,1,1
5,6,630,109.8264,0.001457785,0.000506175,4,1.01E-05,0.000992104,0.003037052,26.2074,64.32,6.5267,22,0.00078963,10,7.09E-05,0.00026321,0,0
4,10,500,78.0618,0.000127696,5.68E-05,4,0,0.000141884,0.003632236,34.6353,66.0625,3.875,18,0.00078036,6,0,0,0,0
5,10,1000,71.1462,0.000770792,0.000165867,2,7.81E-05,8.78E-05,0.00335636,51.5569,64.2093,3.8983,24,0.00081958,8,0.000204894,0.00020489,0,1
6,24,1274,66.5388,0.002394353,0.000510644,6,5.67E-05,0.000272344,0.002712088,47.1261,78.6109,3.8577,18,0.0011802,6,0,0.00022695,1,1
6,24,700,137.6646,0.003261196,0.000812175,10,0.00034986,0.000262395,0.004048381,33.1517,55.321,5.6543,29,0.001162,5,0,0,0,0
4,28,1782,128.3844,0.004520554,0.000634659,4,0,0.000367434,0.004398076,38.0609,55.8785,4.7139,22,0.0011691,8,0,0.00018928,1,0
1,8,200,69.7926,0.001471274,0.000480713,6,0.00010197,0.000291341,0.002811444,43.2292,63.5855,4.342,19,0.0010634,6,0,0,0,1
4,12,730,125.5896,0.002374434,0.000195542,0,0.000432985,0.000824068,0.002919158,22.9423,67.3876,7.2344,18,0.0015783,6,0,0,0,1
2,20,800,61.0368,0.00040895,0.000117833,4,2.08E-05,0.000478263,0.002509149,62.3158,83.0497,4.5939,26,0.00049213,7,0,4.16E-05,0,1
5,24,600,144.072,0.002177821,0.000458034,5,0.000129632,0.000449392,0.004407495,35.9214,44.1647,5.6059,36,0.0016161,8,0,8.64E-06,0,1
4,16,416,113.8716,0.001686545,0.000175401,4,0.00022937,0,0.003696908,34.3297,55.635,5.3686,23,0.00072859,7,0.000175401,6.75E-05,1,0
3,10,400,43.9338,0.001013779,8.72E-05,5,0,0.00025072,0.002823319,68.6357,93.3127,2.7375,16,0.00042513,7,0,1.09E-05,1,1
6,30,1200,155.9346,0.003119466,0.00018113,2,0.000140879,0.001267912,0.005977298,24.9713,38.8889,4.3603,26,0.00028176,8,0,0,1,0
2,16,730,60.279,0.000271501,3.13E-05,2,3.13E-05,0.000281943,0.002297314,64.7306,89.0364,4.9591,15,0.00046991,6,2.09E-05,9.40E-05,0,1
1,10,600,61.92,0.000111166,0.000117706,5,0.000170019,0.000333499,0.00219717,43.403,97.1905,5.881,32,0.00083048,9,2.62E-05,0,0,1
