A1_1,A1_2,A1_3,A2,A3_0,A3_1,A3_2,A3_3,A4_0,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A6_1,A6_2,A6_3,A6_4,A7_1,A7_2,A7_3,A7_4,A8,A9_1,A9_2,A9_3,A9_4,A10_1,A10_2,A11,A12_1,A12_2,A12_3,A14_1,A14_2,A15_1,A15_2,A16,A17_1,A17_2,A17_3,A18,A19,A20,A21,A13
0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1231,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,1,0,0,0,0,0,1,2,0,1,0,2,1,2,0,1
0,1,0,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,802,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,3,0,0,1,0,0,0,1,1,0,0,1,2,1,1,1,1
0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6304,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1533,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,3,0,0,1,0,1,0,1,1,0,0,1,1,2,1,0,1
1,0,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8978,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,1,2,2,1,0
0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,3,0,1,0,0,0,0,1,1,0,0,1,1,1,2,0,1
0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1402,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,1,1,2,1,0,1
0,1,0,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12169,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1
0,1,0,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3060,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,1,1,1,1,1
1,0,0,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11998,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1
0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2697,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,2,1,1,0,1
0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2404,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,1,0,0,0,0,1,1,0,1,0,1,2,1,0,0
0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4611,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1901,0,1,0,0,0,0,1,0,4,0,0,1,0,1,0,4,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,1
0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3368,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,1,0,2,0,0,1,1,2,1,0,1
0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1574,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
0,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,4,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3878,0,1,0,0,0,1,0,0,4,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
1,0,0,47,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10722,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,2,1,0,1
1,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4788,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,3,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,1
0,1,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7582,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1
0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1092,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,4,1,0,0,0,0,0,1,2,0,0,1,1,2,1,0,0
1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1024,1,0,0,0,0,1,0,0,4,0,0,0,1,1,0,4,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1076,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,2,2,0,1
0,1,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9398,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,4,0,0,1,0,0,1,0,1,0,0,0,1,2,1,1,1
1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6419,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0
0,0,1,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4796,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7629,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,2,0,0,1,1,0,0,1,2,0,0,0,2,1,1,0,0
0,1,0,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9960,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,1,1
0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4675,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1
0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1,0,1,1,2,0,0
0,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2515,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0
0,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2745,0,0,0,1,0,0,0,1,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,672,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,1,0,0,1,2,1,0,0
0,1,0,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3804,1,0,0,0,0,0,1,0,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,2,1,1,0
0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1344,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,1,0,0,1,0,0,1,2,0,1,0,2,1,1,1,1
1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1038,1,0,0,0,0,0,0,1,4,0,0,1,0,0,1,3,0,1,0,0,0,0,1,2,0,0,1,1,2,1,0,0
0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10127,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1543,0,0,0,1,0,0,1,0,4,1,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4811,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,4,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1
1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,727,0,1,0,0,0,1,0,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1
0,1,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1237,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,1,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,276,1,0,0,0,0,0,1,0,4,0,0,0,1,1,0,4,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1
0,1,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5381,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0
0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5511,0,1,0,0,0,0,1,0,4,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1
0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3749,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,685,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,3,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1494,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,1,0,2,1,2,0,1
1,0,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2746,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,708,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,0,1,0,2,1,1,0,1
0,1,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4351,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,0,1,0,0,0,0,1,1,0,1,0,1,2,1,0,0
0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,701,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
1,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3643,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,1
0,1,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4249,1,0,0,0,1,0,0,0,4,0,0,0,1,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,1,1,1,1
1,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1938,1,0,0,0,0,1,0,0,4,1,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2910,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1
1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2659,0,0,0,1,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1028,1,0,0,0,0,0,1,0,4,0,1,0,0,1,0,3,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1
1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3398,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4,1,0,0,0,0,0,1,2,0,1,0,1,1,2,0,1
0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5801,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,2,1,0,0
0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1525,0,0,0,1,0,0,0,1,4,0,1,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,1,2,2,1,0,1
0,0,1,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4473,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1068,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,2,1,1,0,1
1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6615,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0
0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1864,0,1,0,0,0,0,1,0,4,0,1,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,1,1,1,1,1,1
0,1,0,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7408,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11590,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,4,0,0,1,1,0,1,0,2,0,1,0,1,1,1,1,1
1,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4110,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,1,0,1,0,2,0,0,1,2,1,1,1,1
1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3384,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0
0,1,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2101,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1
1,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1275,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1
1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4169,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1521,1,0,0,0,0,0,1,0,4,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
0,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5743,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,1
1,0,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3599,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1
0,1,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3213,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
0,1,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4439,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,2,1,0,1
0,0,1,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3949,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,1,1,0,1
0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1459,1,0,0,0,0,0,1,0,4,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
0,1,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,882,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,4,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3758,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1
0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1743,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,1
0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1136,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,0,0,1,2,1,1,1,1
0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1236,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1
0,1,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,959,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,2,1,1
0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3229,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1
1,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6199,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,1,0,0,0,1,0,2,0,0,1,1,2,1,1,1
0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,727,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0
0,1,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1246,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,2,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1
0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2331,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0
0,0,0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4463,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,2,1,1,1
0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,776,1,0,0,0,0,0,1,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2406,1,0,0,0,0,0,0,1,4,0,1,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1
0,1,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1239,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3399,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
0,0,1,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2247,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,0,1,0,1,0,1,2,0,0,1,1,2,1,0,1
0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1766,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1
1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2473,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1
0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1542,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3850,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3650,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1
1,0,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3446,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,2,1,1,1,0
0,1,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3001,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
0,0,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6070,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2146,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,0,0,0,1,0,2,0,0,1,1,1,1,0,1
0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13756,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0
0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14782,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,4,0,0,0,1,0,0,0,2,0,0,0,1,2,1,1,0
1,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7685,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1
0,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2320,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,3,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
0,1,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14318,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0
0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,362,0,1,0,0,0,0,1,0,4,0,1,0,0,1,0,4,0,0,1,0,0,0,1,2,0,1,0,1,1,1,0,0
1,0,0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2212,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,1,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12976,1,0,0,0,1,0,0,0,3,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1
0,0,0,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1
0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1330,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4272,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,2,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,1
0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2238,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1126,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1
0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7374,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,1,0,1,2,0,0,0,1,2,1,0,0
0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2326,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,4,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1449,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1820,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,1
0,1,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,983,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1
1,0,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3249,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0,1
1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1957,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2406,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
0,1,0,39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11760,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2578,1,0,0,0,1,0,0,0,3,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
