"age","agesq","priors_count","sexbin","chargebin","jailtime","is_recid","racebin"
26,676,0,1,0,1,0,0
54,2916,1,1,0,1,1,0
61,3721,1,1,1,1,0,0
51,2601,1,1,0,1,1,1
57,3249,0,1,1,28,0,0
24,576,3,1,0,1,1,0
34,1156,1,1,1,1,0,1
28,784,10,0,0,4,1,1
35,1225,10,1,0,1,1,1
30,900,6,1,1,1,1,1
44,1936,0,1,1,1,0,1
61,3721,10,1,1,23,0,0
26,676,1,1,1,1,1,1
48,2304,10,1,1,4,1,1
42,1764,4,1,0,0,0,1
38,1444,10,1,1,1,1,0
53,2809,0,0,0,1,0,0
26,676,3,1,0,2,1,1
22,484,1,1,1,1,1,1
50,2500,0,1,1,30,0,0
44,1936,16,1,0,82,0,0
24,576,4,1,1,1,1,1
21,441,0,1,1,1,1,1
50,2500,0,1,1,2,0,0
36,1296,0,0,0,1,0,0
39,1521,0,1,1,54,0,0
54,2916,7,0,1,19,0,1
29,841,0,1,0,1,0,1
26,676,0,1,0,1,0,0
41,1681,3,1,1,1,1,1
23,529,1,1,1,2,1,1
34,1156,0,1,0,1,0,0
31,961,11,1,1,12,1,0
20,400,0,1,1,2,0,1
49,2401,10,1,1,44,1,1
26,676,4,1,1,1,1,1
28,784,1,1,1,1,1,1
26,676,0,1,1,1,0,1
55,3025,1,1,1,1,0,1
22,484,0,1,0,2,0,1
26,676,0,0,0,1,0,1
58,3364,16,1,1,68,1,1
28,784,4,1,1,30,0,1
33,1089,8,1,1,2,1,1
31,961,0,0,0,1,0,1
26,676,1,1,0,0,0,1
34,1156,0,1,0,1,0,0
32,1024,0,0,1,1,0,1
37,1369,9,1,1,1,1,1
50,2500,1,1,1,1,0,1
35,1225,1,1,1,3,0,0
47,2209,0,0,0,4,1,0
52,2704,8,0,1,43,0,1
26,676,5,1,1,6,1,1
45,2025,13,1,1,1,1,1
41,1681,8,1,1,1,1,1
24,576,0,1,0,1,0,1
21,441,1,1,1,1,1,1
54,2916,0,1,0,1,0,0
49,2401,0,1,1,74,0,0
42,1764,1,1,1,293,0,0
21,441,1,1,1,1,1,1
46,2116,5,1,1,0,1,0
74,5476,0,1,0,1,0,0
39,1521,1,0,1,1,0,1
38,1444,0,0,1,4,0,1
19,361,1,1,1,1,1,1
28,784,0,1,1,1,1,0
25,625,1,1,1,29,1,1
53,2809,1,1,0,1,0,0
23,529,2,1,1,77,0,1
55,3025,33,1,1,242,1,0
64,4096,1,0,1,1,0,0
23,529,1,1,0,27,1,1
23,529,4,1,1,1,1,1
34,1156,0,1,1,2,0,1
26,676,1,1,0,32,0,1
44,1936,4,1,1,2,0,0
27,729,0,0,1,5,0,0
28,784,14,1,1,1,0,0
55,3025,1,1,0,1,0,0
36,1296,15,1,1,2,0,1
23,529,1,1,1,1,0,1
56,3136,1,1,0,0,0,1
27,729,2,1,1,1,1,0
37,1369,1,1,0,1,0,0
32,1024,1,1,1,2,1,1
41,1681,18,1,0,34,1,1
22,484,1,1,1,2,1,1
37,1369,1,1,1,1,1,0
45,2025,3,1,0,2,0,1
31,961,14,0,1,2,0,1
42,1764,7,1,1,2,1,1
26,676,20,1,1,30,1,1
33,1089,0,1,1,1,1,0
22,484,0,1,0,1,1,0
36,1296,1,0,0,0,0,1
54,2916,0,1,0,0,0,0
25,625,5,1,1,155,1,1
24,576,3,1,1,39,1,0
61,3721,0,1,0,0,0,0
42,1764,0,0,0,1,0,0
28,784,1,1,0,0,1,0
27,729,1,1,0,2,0,1
24,576,2,1,0,15,0,0
32,1024,16,1,1,1,1,1
38,1444,0,1,1,7,0,0
21,441,1,1,0,1,1,0
27,729,1,1,1,168,1,1
39,1521,0,1,1,0,0,0
29,841,0,1,1,1,0,0
29,841,1,1,1,1,0,0
36,1296,1,1,1,2,1,0
46,2116,0,1,1,0,1,1
44,1936,7,1,1,24,1,1
27,729,0,1,0,2,0,1
27,729,8,1,1,49,1,1
61,3721,0,1,0,2,0,0
47,2209,0,1,0,1,1,1
27,729,1,1,0,1,0,1
28,784,0,1,1,2,1,0
31,961,1,0,0,11,1,0
26,676,9,1,0,1,1,0
53,2809,2,1,1,8,1,1
26,676,1,1,1,23,1,1
25,625,2,1,1,18,0,1
21,441,4,0,0,1,1,1
23,529,1,1,0,3,0,1
45,2025,2,0,1,12,0,1
27,729,2,1,0,9,1,1
26,676,0,0,0,1,0,1
21,441,0,1,1,7,1,0
62,3844,0,0,0,4,0,0
48,2304,0,1,1,27,0,0
53,2809,1,1,0,1,0,1
62,3844,3,1,0,2,1,1
28,784,5,1,1,137,0,1
56,3136,1,1,1,1,0,0
22,484,2,1,1,2,1,1
26,676,5,1,1,36,1,1
35,1225,4,1,0,1,0,1
22,484,1,1,1,15,1,1
37,1369,7,0,1,2,0,1
32,1024,0,0,1,0,0,1
33,1089,3,0,1,9,1,1
53,2809,0,1,0,1,0,0
32,1024,0,1,0,1,0,0
26,676,0,1,0,1,0,0
61,3721,0,1,0,2,0,0
21,441,0,1,0,1,0,1
69,4761,22,1,0,1,0,1
26,676,0,1,0,0,0,1
30,900,9,1,1,196,1,1
21,441,1,1,1,1,0,0
41,1681,0,1,0,0,0,0
45,2025,0,1,1,1,1,1
31,961,10,1,1,1,1,1
22,484,0,1,1,1,0,0
54,2916,0,0,1,20,1,0
50,2500,2,1,0,1,1,0
21,441,0,0,1,1,1,1
30,900,0,1,1,1,1,0
30,900,11,1,1,3,1,1
26,676,5,1,0,0,0,0
59,3481,0,0,0,1,0,1
29,841,13,1,1,1,1,1
30,900,13,1,1,33,1,0
25,625,5,1,0,1,1,1
22,484,0,1,1,0,1,1
41,1681,8,1,1,2,1,1
37,1369,13,0,1,2,1,1
22,484,0,1,1,13,1,1
19,361,0,1,1,1,1,1
45,2025,2,1,0,1,0,0
33,1089,5,0,1,1,1,1
52,2704,7,1,1,182,1,1
21,441,0,0,1,1,0,1
43,1849,6,1,0,1,1,1
33,1089,3,1,1,1,0,0
26,676,3,1,1,4,1,1
37,1369,0,1,0,2,0,0
38,1444,1,1,1,8,1,1
27,729,1,1,1,1,1,1
21,441,1,1,1,1,0,1
38,1444,3,1,1,2,1,0
37,1369,0,1,0,1,0,0
44,1936,0,1,1,1,0,0
30,900,0,1,1,1,0,1
49,2401,1,1,1,2,0,0
67,4489,0,1,0,0,0,0
59,3481,14,1,1,33,1,1
21,441,1,1,1,2,1,1
31,961,6,1,0,10,0,0
50,2500,2,0,1,1,1,0
30,900,7,1,1,1,0,1
28,784,1,1,0,1,0,0
48,2304,7,1,1,3,1,1
55,3025,0,1,0,1,0,0
42,1764,0,1,0,2,0,0
34,1156,0,1,0,29,1,1
43,1849,4,1,0,1,1,1
44,1936,0,1,1,42,0,1
25,625,2,1,1,1,1,0
32,1024,0,0,0,1,1,1
24,576,1,1,1,1,1,1
34,1156,0,1,1,241,1,1
48,2304,2,1,1,1,1,1
41,1681,1,1,1,2,0,1
26,676,12,1,0,11,1,1
42,1764,0,1,1,7,1,1
29,841,0,1,0,42,0,1
26,676,0,1,0,1,0,0
27,729,1,0,1,45,0,1
35,1225,4,1,0,31,0,0
54,2916,1,1,1,1,0,0
20,400,0,1,1,1,0,1
27,729,0,1,1,1,0,0
21,441,1,1,1,2,0,1
27,729,7,1,0,2,1,0
34,1156,11,1,1,1,1,1
54,2916,0,1,0,1,0,1
39,1521,1,1,1,5,0,1
33,1089,0,0,0,1,0,0
35,1225,0,0,0,1,0,1
53,2809,0,1,0,1,0,1
28,784,2,1,0,13,0,0
26,676,0,1,1,1,0,1
31,961,3,1,1,1,0,1
24,576,3,1,0,1,1,0
45,2025,19,1,1,2,1,0
28,784,1,1,1,0,0,1
45,2025,1,0,1,1,1,0
33,1089,3,1,1,15,1,0
23,529,4,1,1,0,1,0
36,1296,6,1,1,84,0,1
22,484,0,1,1,1,0,1
28,784,2,1,1,1,1,1
37,1369,3,1,0,1,1,1
52,2704,0,0,0,1,0,0
26,676,0,1,1,2,1,0
28,784,4,1,1,4,1,0
33,1089,2,0,1,14,0,0
23,529,3,1,1,41,1,0
31,961,3,1,0,1,1,0
55,3025,0,0,0,1,0,0
24,576,3,1,1,0,1,0
37,1369,2,1,0,1,0,1
41,1681,0,1,1,177,0,1
26,676,0,1,0,1,0,0
41,1681,13,1,1,3,0,1
33,1089,6,1,1,1,0,1
23,529,0,1,1,2,0,1
27,729,1,1,1,1,0,0
24,576,0,1,1,37,1,0
30,900,10,1,1,94,0,1
55,3025,1,1,1,1,0,0
26,676,13,1,0,7,1,1
35,1225,0,1,1,1,0,1
20,400,1,1,0,1,0,1
24,576,3,1,0,9,1,0
31,961,8,1,0,4,1,1
55,3025,0,1,1,2,1,1
33,1089,7,1,1,1,1,0
44,1936,6,1,1,270,1,0
41,1681,25,1,1,186,1,1
56,3136,9,1,0,1,0,1
21,441,1,1,1,2,0,1
48,2304,1,0,0,1,0,0
56,3136,7,1,1,194,1,0
39,1521,2,1,0,3,0,0
25,625,0,0,1,1,0,0
28,784,3,0,1,16,0,1
30,900,0,1,1,1,1,1
19,361,0,0,0,1,1,1
20,400,0,1,0,1,1,1
57,3249,0,1,1,5,0,0
51,2601,8,1,0,1,1,1
27,729,5,1,1,3,1,1
26,676,0,1,1,1,0,1
23,529,3,1,0,36,1,0
35,1225,14,1,0,1,1,1
37,1369,5,1,1,0,0,1
48,2304,0,1,1,2,0,1
21,441,0,1,1,2,0,1
52,2704,1,1,0,10,0,1
22,484,0,1,1,1,1,1
41,1681,1,1,1,2,1,0
25,625,1,0,0,1,1,0
54,2916,0,1,0,0,1,1
25,625,13,1,1,36,1,1
40,1600,4,0,1,2,1,0
22,484,0,1,1,11,0,1
50,2500,10,1,1,1,0,0
35,1225,2,1,0,0,1,0
28,784,7,1,1,1,1,0
21,441,0,1,1,2,0,1
27,729,0,1,1,5,0,0
22,484,0,1,1,0,1,1
32,1024,0,1,1,7,0,0
59,3481,0,1,1,1,0,0
59,3481,0,1,1,0,0,0
44,1936,1,0,1,1,1,0
26,676,9,1,0,2,1,1
30,900,9,1,1,1,1,1
25,625,3,1,0,0,1,1
31,961,0,0,0,2,1,1
32,1024,0,0,1,1,0,1
37,1369,22,1,1,81,1,1
22,484,2,1,1,1,0,0
38,1444,8,1,0,10,1,1
34,1156,2,1,1,3,0,0
30,900,7,1,1,2,0,1
38,1444,0,0,1,1,1,0
36,1296,10,1,1,33,1,1
35,1225,2,1,1,1,1,0
35,1225,0,1,1,1,0,1
30,900,9,0,1,243,1,1
34,1156,16,1,1,1,1,1
31,961,3,1,1,1,1,0
31,961,4,1,1,2,1,0
22,484,2,1,1,12,1,0
36,1296,5,1,0,1,1,1
39,1521,2,1,0,47,0,1
51,2601,9,1,1,35,1,1
35,1225,7,1,1,1,1,1
37,1369,0,1,0,3,0,1
25,625,3,1,0,7,0,1
27,729,0,0,1,1,0,1
47,2209,2,1,0,1,0,0
46,2116,12,1,0,3,0,1
27,729,0,1,1,1,0,0
34,1156,0,1,1,2,1,1
25,625,0,1,0,0,0,0
26,676,5,1,0,1,0,1
25,625,1,1,1,1,1,1
60,3600,9,1,1,1,0,1
30,900,12,1,1,0,1,1
21,441,0,1,1,1,0,1
25,625,4,1,1,1,1,1
21,441,0,1,1,31,1,1
29,841,4,1,0,1,0,1
51,2601,2,1,1,23,0,0
29,841,1,1,0,0,0,1
20,400,0,1,1,0,1,0
53,2809,1,1,1,21,0,0
25,625,5,1,1,35,0,1
22,484,3,1,1,319,1,1
21,441,1,1,1,13,1,1
21,441,1,1,1,5,1,0
27,729,6,1,0,1,1,1
28,784,14,1,0,20,1,1
49,2401,6,1,0,1,1,1
52,2704,7,1,1,4,1,1
25,625,1,1,0,1,0,1
56,3136,2,1,1,3,0,0
34,1156,22,1,1,2,0,1
23,529,1,1,0,1,1,1
22,484,0,1,1,0,0,0
23,529,0,1,1,2,1,1
30,900,4,1,0,54,0,1
42,1764,1,1,0,6,1,1
50,2500,24,1,0,32,1,1
37,1369,0,1,1,1,0,1
23,529,1,1,1,1,0,1
41,1681,0,1,1,1,0,0
50,2500,5,1,1,32,0,1
26,676,2,1,1,4,1,1
23,529,2,1,1,7,1,1
55,3025,1,1,1,33,1,0
24,576,0,1,1,2,1,1
33,1089,5,1,0,1,1,0
23,529,0,1,1,1,0,0
37,1369,1,1,0,1,1,1
51,2601,0,1,0,1,0,0
35,1225,3,0,0,1,1,1
29,841,2,1,1,160,0,1
57,3249,0,1,0,2,0,0
20,400,1,1,0,0,1,1
23,529,3,1,1,91,1,1
36,1296,9,1,0,1,1,0
55,3025,1,1,0,1,0,0
53,2809,18,1,0,41,1,1
21,441,1,1,1,1,1,1
27,729,3,1,0,12,1,1
28,784,6,1,1,3,1,1
26,676,1,1,1,1,1,0
25,625,1,1,1,1,0,0
66,4356,0,1,1,1,0,0
28,784,3,1,0,0,0,1
24,576,0,1,0,1,0,1
60,3600,18,1,0,3,1,0
37,1369,2,1,1,1,1,1
73,5329,0,1,0,1,0,0
44,1936,0,1,1,2,0,1
40,1600,6,1,1,2,0,1
56,3136,0,1,0,1,1,0
42,1764,3,1,1,1,0,1
50,2500,1,1,1,2,0,0
34,1156,0,1,0,1,0,0
47,2209,1,1,0,2,1,1
58,3364,3,1,1,2,0,0
48,2304,3,1,1,0,0,0
20,400,0,0,1,1,1,0
53,2809,10,0,1,4,1,1
29,841,0,1,1,1,0,1
43,1849,0,0,0,0,0,0
53,2809,1,1,0,5,1,0
22,484,0,1,0,1,0,0
26,676,9,1,0,1,1,0
23,529,4,1,1,1,1,1
71,5041,1,1,0,4,0,0
61,3721,0,0,0,0,0,0
22,484,2,0,0,1,0,0
54,2916,1,0,0,0,0,0
24,576,6,1,1,1,0,0
28,784,0,0,1,1,0,0
25,625,2,0,1,181,0,0
22,484,1,0,1,13,0,1
24,576,2,1,1,1,1,1
35,1225,0,1,1,1,0,1
21,441,0,1,1,1,0,1
49,2401,1,1,0,4,0,0
26,676,6,1,1,2,1,1
30,900,7,1,1,39,1,1
30,900,5,1,1,181,1,1
64,4096,8,1,1,1,0,0
45,2025,7,0,1,1,1,0
37,1369,3,1,0,1,0,1
34,1156,1,0,1,116,1,1
58,3364,0,1,0,1,0,0
27,729,0,1,1,1,0,0
30,900,0,1,0,0,1,1
25,625,0,1,0,0,0,1
60,3600,19,1,1,39,1,1
56,3136,24,1,1,6,0,1
33,1089,2,1,0,1,0,1
25,625,9,1,1,88,1,0
32,1024,6,1,1,4,1,1
24,576,3,1,1,1,1,1
23,529,2,1,1,8,1,0
25,625,1,1,1,1,1,1
20,400,0,0,1,1,0,1
32,1024,9,1,1,1,0,1
49,2401,0,0,1,1,0,1
22,484,1,1,1,1,0,1
24,576,0,1,1,1,0,1
26,676,10,1,1,0,1,0
29,841,1,1,0,2,1,1
22,484,0,1,1,1,0,0
26,676,3,0,1,1,1,1
21,441,0,1,1,3,1,1
54,2916,2,1,0,39,1,0
59,3481,1,1,1,1,0,1
22,484,0,1,1,1,1,1
64,4096,20,1,1,2,0,1
45,2025,1,1,0,0,1,0
22,484,0,0,1,6,0,1
24,576,5,1,1,1,1,1
30,900,3,0,1,12,1,1
27,729,0,0,1,0,0,0
20,400,0,1,1,0,0,0
28,784,5,1,1,21,1,0
23,529,3,1,1,245,1,0
32,1024,0,0,0,1,0,1
44,1936,1,0,1,1,0,0
41,1681,8,1,1,2,0,1
30,900,3,1,1,26,0,0
27,729,2,1,0,7,1,1
32,1024,0,1,1,1,1,1
40,1600,24,1,0,1,1,1
33,1089,3,0,0,1,0,1
33,1089,0,1,1,7,0,0
28,784,9,1,0,2,0,1
25,625,0,0,1,1,1,1
30,900,1,0,0,2,0,1
47,2209,0,0,0,1,0,1
24,576,0,1,1,1,1,0
31,961,9,1,1,117,1,0
52,2704,0,1,1,26,1,1
25,625,5,1,1,236,1,1
46,2116,7,0,0,19,0,1
62,3844,3,1,0,1,0,0
36,1296,0,1,0,6,1,0
24,576,2,1,1,11,1,1
25,625,9,1,1,54,0,0
21,441,0,1,0,35,1,1
29,841,5,1,1,5,1,1
52,2704,0,1,0,0,1,1
29,841,5,1,1,2,1,1
59,3481,13,1,1,242,1,1
39,1521,2,1,1,0,1,1
20,400,1,1,1,5,1,1
50,2500,0,1,0,1,0,0
27,729,7,1,1,4,1,1
27,729,0,1,0,1,0,1
31,961,4,1,1,5,1,0
24,576,2,0,0,31,0,1
24,576,4,1,1,51,1,1
30,900,0,1,0,1,1,0
41,1681,0,1,1,0,0,0
32,1024,2,1,1,19,1,1
69,4761,0,1,0,1,1,0
25,625,1,1,1,59,0,0
55,3025,0,1,0,30,1,0
28,784,7,1,1,1,1,1
27,729,0,1,0,0,1,0
20,400,1,0,1,1,1,1
36,1296,2,1,1,0,1,1
25,625,10,1,1,8,1,1
35,1225,1,0,0,1,0,0
32,1024,12,1,0,2,1,1
21,441,1,1,0,1,0,0
41,1681,1,1,1,2,0,0
38,1444,0,1,1,5,0,1
21,441,1,1,1,1,1,1
35,1225,2,1,0,34,1,0
34,1156,5,1,0,2,0,1
52,2704,0,1,0,1,0,0
21,441,0,1,1,2,0,1
43,1849,8,1,0,1,0,1
32,1024,0,0,1,1,0,0
49,2401,5,1,1,4,1,0
21,441,0,0,0,1,0,1
28,784,5,1,1,1,1,1
65,4225,1,0,1,0,0,0
27,729,0,0,0,1,0,0
48,2304,20,1,1,46,1,0
20,400,0,1,0,1,1,1
63,3969,6,1,1,25,0,1
40,1600,0,1,0,0,0,0
21,441,1,1,1,86,1,1
27,729,1,1,0,1,0,0
35,1225,0,1,0,16,1,0
50,2500,0,0,0,1,0,1
47,2209,0,1,0,1,0,0
44,1936,2,1,0,0,0,0
23,529,0,1,0,13,0,1
54,2916,10,1,1,30,0,1
38,1444,17,1,1,180,0,0
44,1936,2,1,1,2,1,0
52,2704,3,1,0,31,1,1
52,2704,0,0,1,118,1,0
21,441,0,1,0,0,1,1
30,900,9,0,1,5,1,0
56,3136,6,1,1,1,0,1
35,1225,12,1,1,1,1,1
39,1521,1,1,1,29,0,0
29,841,0,1,0,1,0,0
23,529,2,1,1,23,1,1
26,676,0,1,0,1,0,0
64,4096,1,0,0,1,1,1
20,400,1,1,1,2,1,0
21,441,0,1,1,42,1,1
21,441,0,1,1,47,1,1
23,529,0,1,1,2,0,1
46,2116,3,1,1,2,0,1
25,625,21,1,1,118,1,1
30,900,0,0,0,0,0,1
47,2209,1,1,1,1,0,0
30,900,4,1,1,4,0,0
47,2209,1,1,1,1,0,1
39,1521,1,1,1,1,1,1
24,576,1,1,1,1,0,0
45,2025,3,1,1,1,0,0
26,676,2,1,1,1,1,0
39,1521,3,1,1,0,0,0
40,1600,1,1,1,42,0,0
24,576,0,1,1,1,0,1
23,529,1,1,1,1,0,1
61,3721,0,1,0,0,0,0
42,1764,3,1,1,0,1,0
38,1444,3,1,1,4,1,1
67,4489,0,1,1,24,1,0
23,529,2,1,1,8,0,0
31,961,1,1,1,0,1,0
40,1600,15,1,1,55,0,1
44,1936,0,1,1,4,0,1
37,1369,10,1,1,1,1,1
22,484,3,0,0,1,0,1
31,961,6,1,0,0,1,0
28,784,9,1,1,53,1,1
33,1089,9,1,1,0,0,0
30,900,10,0,1,0,1,1
35,1225,0,1,1,1,1,1
57,3249,23,1,1,30,1,1
39,1521,8,0,1,32,1,0
65,4225,3,1,1,23,0,0
22,484,0,0,0,1,0,0
35,1225,2,0,1,15,0,1
29,841,2,1,0,2,1,1
62,3844,13,1,1,1,1,1
22,484,0,1,0,1,1,1
56,3136,1,0,1,1,0,1
25,625,2,1,1,29,0,0
33,1089,10,1,0,1,0,0
25,625,2,1,1,2,0,0
27,729,3,0,1,1,0,1
37,1369,1,1,1,3,0,1
41,1681,2,1,0,1,0,0
35,1225,5,1,1,6,0,1
55,3025,0,1,0,2,0,0
26,676,2,1,1,4,1,1
35,1225,7,1,1,195,0,1
50,2500,3,1,0,25,1,0
25,625,3,1,1,2,1,1
65,4225,1,0,0,1,1,0
31,961,0,0,1,0,1,1
24,576,0,0,0,1,0,1
34,1156,6,1,1,14,1,1
30,900,4,0,1,2,0,1
30,900,14,1,1,23,1,1
24,576,1,1,0,3,0,0
51,2601,3,1,1,13,1,0
28,784,3,0,1,1,0,1
27,729,4,0,1,1,1,1
22,484,2,1,1,1,1,0
29,841,2,1,1,1,1,1
31,961,0,1,1,2,0,1
31,961,0,1,0,1,0,0
32,1024,3,0,1,30,0,1
27,729,1,1,1,2,1,1
29,841,6,1,1,1,1,0
59,3481,3,1,1,8,1,1
24,576,1,1,0,1,1,1
33,1089,0,1,1,142,0,1
28,784,9,1,1,8,1,0
24,576,9,1,0,4,1,1
31,961,16,1,1,53,1,1
24,576,0,1,1,1,0,1
23,529,7,1,1,1,1,1
62,3844,0,1,1,1,0,0
25,625,4,0,1,0,1,1
49,2401,1,1,0,10,1,1
50,2500,0,1,1,36,1,0
47,2209,3,1,1,39,1,1
37,1369,14,1,1,1,0,1
26,676,0,1,0,1,0,0
28,784,21,1,1,1,1,1
26,676,3,0,1,1,1,1
20,400,1,1,1,0,1,1
34,1156,9,1,1,17,1,1
46,2116,9,1,1,116,1,1
21,441,0,1,1,7,1,1
27,729,2,0,1,62,1,0
21,441,3,1,0,18,1,1
29,841,1,1,1,14,0,0
46,2116,4,1,1,1,0,0
24,576,0,1,1,1,1,1
57,3249,8,1,0,0,1,1
33,1089,4,1,1,1,1,1
23,529,4,1,1,144,1,1
29,841,5,1,1,1,0,1
22,484,0,1,0,9,1,0
33,1089,1,0,0,4,1,0
40,1600,3,1,1,1,1,1
32,1024,10,1,1,4,1,1
24,576,1,1,0,1,0,1
32,1024,1,1,1,1,0,1
19,361,2,1,1,1,1,1
23,529,6,1,1,1,1,1
39,1521,17,1,1,181,1,0
25,625,1,1,1,1,0,1
42,1764,6,1,1,1,1,1
29,841,1,1,0,43,0,0
38,1444,2,1,0,1,0,0
32,1024,10,1,1,7,1,0
23,529,4,1,0,1,1,0
58,3364,10,1,1,2,1,1
42,1764,9,1,1,0,1,1
26,676,1,1,1,9,1,0
27,729,1,1,1,1,0,0
33,1089,1,1,1,1,0,0
33,1089,2,1,1,0,1,1
23,529,0,1,0,1,1,1
25,625,4,1,1,19,1,1
32,1024,0,1,1,6,1,1
29,841,0,0,0,2,0,0
38,1444,19,1,1,1,1,1
29,841,0,1,0,1,0,0
27,729,6,1,1,35,1,1
25,625,0,1,0,1,1,0
31,961,2,0,1,1,1,0
30,900,8,1,1,65,1,1
41,1681,0,1,1,1,0,1
59,3481,8,1,1,5,1,1
21,441,1,1,0,1,1,0
27,729,6,1,1,39,1,1
30,900,0,1,1,1,0,1
43,1849,4,1,1,48,0,0
24,576,2,0,1,0,0,0
45,2025,13,1,0,6,1,1
23,529,0,1,1,19,1,0
40,1600,5,0,1,55,0,0
23,529,0,0,1,2,0,1
39,1521,3,1,1,1,0,1
26,676,5,0,1,34,1,1
26,676,0,0,0,0,0,0
21,441,0,1,0,1,0,1
30,900,3,1,1,65,0,0
44,1936,0,1,1,12,0,0
21,441,1,1,1,21,1,1
23,529,0,1,0,2,1,1
49,2401,1,0,1,1,0,1
23,529,3,1,1,53,1,1
24,576,1,1,1,75,1,1
21,441,1,0,1,1,1,1
37,1369,7,0,1,7,1,0
28,784,2,1,1,10,1,0
24,576,2,0,1,1,1,1
31,961,0,1,1,0,0,0
24,576,2,1,0,506,1,1
25,625,1,1,1,1,0,1
33,1089,1,1,0,1,1,1
26,676,24,1,0,86,1,1
27,729,1,1,1,6,0,1
46,2116,0,1,1,2,1,0
38,1444,1,0,0,1,1,0
24,576,0,0,0,1,0,1
38,1444,0,0,0,1,0,1
27,729,7,1,1,4,1,1
48,2304,6,1,1,2,0,1
31,961,2,0,1,27,1,0
28,784,5,1,0,52,1,1
25,625,6,1,0,1,1,0
55,3025,0,1,0,1,0,0
40,1600,5,1,1,30,1,1
21,441,0,1,1,1,1,1
28,784,10,1,1,244,1,1
20,400,2,1,1,1,1,1
31,961,10,1,1,5,1,1
57,3249,0,0,0,78,0,1
25,625,0,1,0,7,0,1
22,484,7,1,1,11,1,1
31,961,3,1,1,16,1,1
43,1849,7,1,1,1,0,1
25,625,0,0,0,1,0,0
40,1600,1,1,1,2,0,1
20,400,0,1,1,2,1,1
35,1225,2,1,0,1,0,1
34,1156,1,1,0,2,1,1
27,729,18,1,1,179,1,0
38,1444,3,0,1,0,1,1
21,441,0,1,1,1,1,0
25,625,0,1,0,1,1,1
53,2809,6,1,0,8,1,1
50,2500,4,0,1,13,0,1
23,529,1,0,0,1,0,0
27,729,0,1,0,0,1,0
29,841,5,1,1,0,1,1
38,1444,1,1,0,4,0,1
54,2916,2,0,1,0,0,0
26,676,1,1,1,57,1,1
37,1369,23,1,1,2,1,1
36,1296,25,1,0,1,1,1
28,784,18,1,1,12,1,1
49,2401,1,1,0,2,0,1
36,1296,11,1,1,1,1,1
41,1681,0,0,1,1,0,0
40,1600,9,1,1,1,0,0
21,441,7,1,1,11,1,1
33,1089,0,1,1,1,0,0
26,676,7,1,1,19,0,1
27,729,0,0,0,4,1,1
35,1225,1,1,1,1,0,1
27,729,3,1,0,1,0,1
31,961,3,0,1,62,0,1
36,1296,26,1,1,1,1,1
50,2500,1,1,1,1,0,0
52,2704,1,1,1,1,0,0
24,576,1,1,0,2,0,1
38,1444,0,1,1,1,0,1
54,2916,11,1,1,1,0,1
71,5041,13,1,1,1,0,0
27,729,9,1,1,1,1,1
39,1521,1,0,1,39,0,0
36,1296,5,0,1,1,1,1
55,3025,0,1,1,1,0,1
27,729,0,1,1,9,0,0
23,529,2,1,1,0,1,1
20,400,1,1,1,1,1,1
31,961,10,0,1,1,0,1
24,576,8,1,1,37,1,0
37,1369,2,0,1,1,1,0
26,676,0,1,1,1,0,0
29,841,0,1,1,1,0,0
41,1681,4,1,0,0,1,1
37,1369,0,1,1,1,1,1
46,2116,2,1,1,1,0,0
56,3136,10,0,1,41,1,0
23,529,0,1,1,1,1,1
23,529,1,0,1,2,1,1
25,625,0,1,1,0,1,1
24,576,1,1,1,1,1,1
24,576,2,1,1,10,1,0
23,529,0,1,1,15,1,1
43,1849,2,1,1,1,0,0
53,2809,0,0,0,1,0,0
24,576,1,1,1,58,1,1
28,784,0,1,1,0,0,1
21,441,1,1,1,1,0,0
33,1089,3,1,1,1,1,0
35,1225,1,0,1,1,0,1
55,3025,3,1,0,1,0,0
28,784,0,1,0,1,0,1
44,1936,0,1,0,2,1,0
19,361,3,1,1,1,1,1
24,576,3,1,1,0,1,1
50,2500,2,1,1,1,0,0
31,961,0,1,0,22,0,1
28,784,0,0,1,1,1,0
42,1764,0,1,1,1,0,0
21,441,0,1,0,97,1,1
21,441,0,1,1,0,1,0
31,961,3,1,1,2,1,0
27,729,0,1,1,0,1,0
28,784,7,1,1,78,1,1
67,4489,0,1,0,1,0,0
32,1024,11,0,1,0,0,1
44,1936,7,1,1,1,0,1
25,625,1,1,1,1,1,1
30,900,15,0,0,1,1,1
28,784,9,1,0,1,0,0
27,729,0,1,1,3,1,1
25,625,0,0,0,2,0,0
31,961,5,1,1,1,1,0
30,900,0,1,0,0,1,0
33,1089,4,1,1,8,0,1
26,676,1,1,0,0,1,1
22,484,2,0,0,2,1,0
50,2500,0,1,1,1,0,0
58,3364,1,1,1,1,1,0
34,1156,3,1,0,1,1,0
32,1024,1,1,1,0,1,0
29,841,0,1,0,2,1,1
27,729,0,1,0,1,0,1
39,1521,5,1,1,19,0,0
24,576,0,1,1,1,0,1
38,1444,8,1,0,2,0,1
52,2704,7,1,1,1,0,0
56,3136,3,1,0,1,1,1
46,2116,7,1,1,36,1,0
38,1444,5,1,1,3,1,0
47,2209,3,1,0,63,0,0
32,1024,0,1,1,1,0,0
34,1156,27,1,0,1,0,1
42,1764,5,1,1,3,0,1
